seq_name,fps,duration,w,h,bitrate,codec,preset,vmaf,psnr_y,float_ssim,real,user,sys,actual_bitrate
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,28000,libaom-av1,1,93.95080497161932,39.18695338063437,0.987467001669449,7:21:03,76634.58,10.50,33010.96
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libaom-av1,1,95.21445250250412,39.78663850918192,0.9897598747913189,7:44:36,83364.52,10.17,38122.2
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,36000,libaom-av1,1,96.24701280634392,40.37217563272121,0.9915728130217027,8:14:40,88953.91,10.30,43795.03
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,40000,libaom-av1,1,96.97774603171948,40.87884536227051,0.9928779816360598,9:11:38,98504.33,38.75,48935.4
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,8000,libaom-av1,1,72.33982773455757,34.785117686143565,0.950369008347245,3:16:35,32993.48,8.64,9170.21
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,12000,libsvtav1,1,78.8082392904842,35.46601091485808,0.964940572621035,47:56.84,8929.56,13.34,12543.14
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,16000,libsvtav1,1,84.84434683305508,36.49829924207011,0.974735465776293,1:48:29,8261.67,32.51,16961.42
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libsvtav1,1,88.7546212270451,37.3223184624374,0.9803214207011688,1:03:52,7944.66,12.83,21230.63
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libsvtav1,1,91.39328353422368,38.03904559766271,0.9842919949916533,41:00.01,8780.90,13.79,25664.48
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,28000,libsvtav1,1,93.12731000333883,38.6266450751252,0.9869091836393992,41:23.40,8881.33,12.96,29963.04
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libsvtav1,1,94.60790896994988,39.188819285475795,0.9890900283806342,44:27.40,9542.00,13.54,34281.93
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,36000,libsvtav1,1,95.43709849582632,39.63690778464104,0.9904226343906515,51:07.04,9476.88,13.68,38437.83
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,40000,libsvtav1,1,96.45546141068444,40.257968003338874,0.992081444073456,1:23:17,9679.24,13.10,43760.61
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,8000,libsvtav1,1,71.06635569115187,34.260183228714546,0.9500304240400663,1:17:31,8000.29,63.10,8454.03
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,10000,libx265,3,42.89047434056759,32.099802883138544,0.9377533956594328,4:03.60,905.32,5.99,9262.49
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,10000,libaom-av1,4,58.19964537061775,34.652396572621086,0.9540376677796322,39:46.18,7671.96,16.80,12368.8
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,15000,libx265,3,51.69358319532557,33.34109138898163,0.9578352921535895,4:13.96,1048.95,5.93,14237.64
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,15000,libaom-av1,4,66.850282196995,35.88704536727881,0.9690562420701165,46:23.55,9154.47,12.65,18528.23
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,20000,libx265,3,58.67092239899832,34.32301140233723,0.9691972420701171,4:30.35,1166.03,6.09,19316.51
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,20000,libaom-av1,4,73.0591218313856,36.791160899833045,0.9776843205342234,52:20.02,10446.81,12.74,24606.52
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,25000,libx265,3,64.3611912988314,35.142794797996636,0.9764876026711183,4:33.63,1269.01,6.53,24456.21
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,25000,libaom-av1,4,77.70740150417366,37.4959062070117,0.9827741469115193,58:19.82,11719.43,12.58,30547.37
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,30000,libx265,3,69.13522622203675,35.854822879799706,0.9814826093489142,4:44.45,1359.75,7.51,29641.65
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,30000,libaom-av1,4,81.31645587979966,38.088365287145216,0.9861094607679463,1:05:02,12989.54,15.86,36650.81
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,35000,libx265,3,73.16247483639393,36.48102822871448,0.9850681385642734,4:47.55,1430.04,7.28,34845.63
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,35000,libaom-av1,4,84.30912516193658,38.60422732554256,0.9885988247078464,1:06:44,13405.63,14.05,42546.04
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,40000,libx265,3,76.58362848080145,37.0327637195326,0.9877250217028383,4:53.90,1510.09,8.21,40056.31
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,40000,libaom-av1,4,86.74444451585987,39.05436356093488,0.9904376410684474,1:08:29,13822.68,13.92,48332.33
water_netflix_4k,59.94006309148264984227,9.993316,3840,2160,45000,libx265,3,79.49537100166944,37.52566611853089,0.9897372470784638,2:37.51,1566.59,6.99,45268.64
